"SEX","AGE","GEO","CITIZEN","ASYL_APP","UNIT","TIME","Value","Flag and Footnotes"
"Females","From 14 to 17 years","Finland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","100",""
"Females","From 14 to 17 years","Finland","Extra-EU28 (current composition)","First time applicant","Person","2016","100",""
"Females","From 14 to 17 years","Sweden","Extra-EU28 (current composition)","Asylum applicant","Person","2016","685",""
"Females","From 14 to 17 years","Sweden","Extra-EU28 (current composition)","First time applicant","Person","2016","575",""
"Females","From 14 to 17 years","United Kingdom","Extra-EU28 (current composition)","Asylum applicant","Person","2016","695",""
"Females","From 14 to 17 years","United Kingdom","Extra-EU28 (current composition)","First time applicant","Person","2016","690",""
"Females","From 14 to 17 years","Iceland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","15",""
"Females","From 14 to 17 years","Iceland","Extra-EU28 (current composition)","First time applicant","Person","2016","15",""
"Females","From 14 to 17 years","Liechtenstein","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","From 14 to 17 years","Liechtenstein","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","From 14 to 17 years","Norway","Extra-EU28 (current composition)","Asylum applicant","Person","2016","80",""
"Females","From 14 to 17 years","Norway","Extra-EU28 (current composition)","First time applicant","Person","2016","75",""
"Females","From 14 to 17 years","Switzerland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","595",""
"Females","From 14 to 17 years","Switzerland","Extra-EU28 (current composition)","First time applicant","Person","2016","570",""
"Females","From 14 to 17 years","Total","Extra-EU28 (current composition)","Asylum applicant","Person","2016","25,085",""
"Females","From 14 to 17 years","Total","Extra-EU28 (current composition)","First time applicant","Person","2016","24,185",""
"Females","From 18 to 34 years","European Union (current composition)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","163,000",""
"Females","From 18 to 34 years","European Union (current composition)","Extra-EU28 (current composition)","First time applicant","Person","2016","156,320",""
"Females","From 18 to 34 years","Belgium","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,650",""
"Females","From 18 to 34 years","Belgium","Extra-EU28 (current composition)","First time applicant","Person","2016","2,120",""
"Females","From 18 to 34 years","Bulgaria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,730",""
"Females","From 18 to 34 years","Bulgaria","Extra-EU28 (current composition)","First time applicant","Person","2016","1,710",""
"Females","From 18 to 34 years","Czech Republic","Extra-EU28 (current composition)","Asylum applicant","Person","2016","225",""
"Females","From 18 to 34 years","Czech Republic","Extra-EU28 (current composition)","First time applicant","Person","2016","200",""
"Females","From 18 to 34 years","Denmark","Extra-EU28 (current composition)","Asylum applicant","Person","2016","800",""
"Females","From 18 to 34 years","Denmark","Extra-EU28 (current composition)","First time applicant","Person","2016","785",""
"Females","From 18 to 34 years","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","96,815",""
"Females","From 18 to 34 years","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","First time applicant","Person","2016","94,125",""
"Females","From 18 to 34 years","Estonia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","30",""
"Females","From 18 to 34 years","Estonia","Extra-EU28 (current composition)","First time applicant","Person","2016","25",""
"Females","From 18 to 34 years","Ireland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","365",""
"Females","From 18 to 34 years","Ireland","Extra-EU28 (current composition)","First time applicant","Person","2016","365",""
"Females","From 18 to 34 years","Greece","Extra-EU28 (current composition)","Asylum applicant","Person","2016","6,605",""
"Females","From 18 to 34 years","Greece","Extra-EU28 (current composition)","First time applicant","Person","2016","6,500",""
"Females","From 18 to 34 years","Spain","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,925",""
"Females","From 18 to 34 years","Spain","Extra-EU28 (current composition)","First time applicant","Person","2016","2,910",""
"Females","From 18 to 34 years","France","Extra-EU28 (current composition)","Asylum applicant","Person","2016","13,785",""
"Females","From 18 to 34 years","France","Extra-EU28 (current composition)","First time applicant","Person","2016","12,570",""
"Females","From 18 to 34 years","Croatia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","130",""
"Females","From 18 to 34 years","Croatia","Extra-EU28 (current composition)","First time applicant","Person","2016","125",""
"Females","From 18 to 34 years","Italy","Extra-EU28 (current composition)","Asylum applicant","Person","2016","13,305",""
"Females","From 18 to 34 years","Italy","Extra-EU28 (current composition)","First time applicant","Person","2016","13,175",""
"Females","From 18 to 34 years","Cyprus","Extra-EU28 (current composition)","Asylum applicant","Person","2016","545",""
"Females","From 18 to 34 years","Cyprus","Extra-EU28 (current composition)","First time applicant","Person","2016","540",""
"Females","From 18 to 34 years","Latvia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","55",""
"Females","From 18 to 34 years","Latvia","Extra-EU28 (current composition)","First time applicant","Person","2016","55",""
"Females","From 18 to 34 years","Lithuania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","60",""
"Females","From 18 to 34 years","Lithuania","Extra-EU28 (current composition)","First time applicant","Person","2016","55",""
"Females","From 18 to 34 years","Luxembourg","Extra-EU28 (current composition)","Asylum applicant","Person","2016","240",""
"Females","From 18 to 34 years","Luxembourg","Extra-EU28 (current composition)","First time applicant","Person","2016","200",""
"Females","From 18 to 34 years","Hungary","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,625",""
"Females","From 18 to 34 years","Hungary","Extra-EU28 (current composition)","First time applicant","Person","2016","2,595",""
"Females","From 18 to 34 years","Malta","Extra-EU28 (current composition)","Asylum applicant","Person","2016","250",""
"Females","From 18 to 34 years","Malta","Extra-EU28 (current composition)","First time applicant","Person","2016","215",""
"Females","From 18 to 34 years","Netherlands","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,530",""
"Females","From 18 to 34 years","Netherlands","Extra-EU28 (current composition)","First time applicant","Person","2016","2,270",""
"Females","From 18 to 34 years","Austria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","4,740",""
"Females","From 18 to 34 years","Austria","Extra-EU28 (current composition)","First time applicant","Person","2016","4,525",""
"Females","From 18 to 34 years","Poland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,900",""
"Females","From 18 to 34 years","Poland","Extra-EU28 (current composition)","First time applicant","Person","2016","1,570",""
"Females","From 18 to 34 years","Portugal","Extra-EU28 (current composition)","Asylum applicant","Person","2016","230",""
"Females","From 18 to 34 years","Portugal","Extra-EU28 (current composition)","First time applicant","Person","2016","115",""
"Females","From 18 to 34 years","Romania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","305",""
"Females","From 18 to 34 years","Romania","Extra-EU28 (current composition)","First time applicant","Person","2016","305",""
"Females","From 18 to 34 years","Slovenia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","90",""
"Females","From 18 to 34 years","Slovenia","Extra-EU28 (current composition)","First time applicant","Person","2016","90",""
"Females","From 18 to 34 years","Slovakia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","15",""
"Females","From 18 to 34 years","Slovakia","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","From 18 to 34 years","Finland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","765",""
"Females","From 18 to 34 years","Finland","Extra-EU28 (current composition)","First time applicant","Person","2016","715",""
"Females","From 18 to 34 years","Sweden","Extra-EU28 (current composition)","Asylum applicant","Person","2016","3,945",""
"Females","From 18 to 34 years","Sweden","Extra-EU28 (current composition)","First time applicant","Person","2016","3,135",""
"Females","From 18 to 34 years","United Kingdom","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5,335",""
"Females","From 18 to 34 years","United Kingdom","Extra-EU28 (current composition)","First time applicant","Person","2016","5,315",""
"Females","From 18 to 34 years","Iceland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","125",""
"Females","From 18 to 34 years","Iceland","Extra-EU28 (current composition)","First time applicant","Person","2016","125",""
"Females","From 18 to 34 years","Liechtenstein","Extra-EU28 (current composition)","Asylum applicant","Person","2016","10",""
"Females","From 18 to 34 years","Liechtenstein","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","From 18 to 34 years","Norway","Extra-EU28 (current composition)","Asylum applicant","Person","2016","600",""
"Females","From 18 to 34 years","Norway","Extra-EU28 (current composition)","First time applicant","Person","2016","560",""
"Females","From 18 to 34 years","Switzerland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","3,145",""
"Females","From 18 to 34 years","Switzerland","Extra-EU28 (current composition)","First time applicant","Person","2016","2,990",""
"Females","From 18 to 34 years","Total","Extra-EU28 (current composition)","Asylum applicant","Person","2016","166,885",""
"Females","From 18 to 34 years","Total","Extra-EU28 (current composition)","First time applicant","Person","2016","160,010",""
"Females","From 35 to 64 years","European Union (current composition)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","77,715",""
"Females","From 35 to 64 years","European Union (current composition)","Extra-EU28 (current composition)","First time applicant","Person","2016","72,845",""
"Females","From 35 to 64 years","Belgium","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,575",""
"Females","From 35 to 64 years","Belgium","Extra-EU28 (current composition)","First time applicant","Person","2016","1,180",""
"Females","From 35 to 64 years","Bulgaria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","720",""
"Females","From 35 to 64 years","Bulgaria","Extra-EU28 (current composition)","First time applicant","Person","2016","710",""
"Females","From 35 to 64 years","Czech Republic","Extra-EU28 (current composition)","Asylum applicant","Person","2016","180",""
"Females","From 35 to 64 years","Czech Republic","Extra-EU28 (current composition)","First time applicant","Person","2016","145",""
"Females","From 35 to 64 years","Denmark","Extra-EU28 (current composition)","Asylum applicant","Person","2016","395",""
"Females","From 35 to 64 years","Denmark","Extra-EU28 (current composition)","First time applicant","Person","2016","385",""
"Females","From 35 to 64 years","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","46,620",""
"Females","From 35 to 64 years","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","First time applicant","Person","2016","44,555",""
"Females","From 35 to 64 years","Estonia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","10",""
"Females","From 35 to 64 years","Estonia","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","From 35 to 64 years","Ireland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","195",""
"Females","From 35 to 64 years","Ireland","Extra-EU28 (current composition)","First time applicant","Person","2016","195",""
"Females","From 35 to 64 years","Greece","Extra-EU28 (current composition)","Asylum applicant","Person","2016","3,800",""
"Females","From 35 to 64 years","Greece","Extra-EU28 (current composition)","First time applicant","Person","2016","3,740",""
"Females","From 35 to 64 years","Spain","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,550",""
"Females","From 35 to 64 years","Spain","Extra-EU28 (current composition)","First time applicant","Person","2016","1,535",""
"Females","From 35 to 64 years","France","Extra-EU28 (current composition)","Asylum applicant","Person","2016","7,505",""
"Females","From 35 to 64 years","France","Extra-EU28 (current composition)","First time applicant","Person","2016","6,610",""
"Females","From 35 to 64 years","Croatia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","60",""
"Females","From 35 to 64 years","Croatia","Extra-EU28 (current composition)","First time applicant","Person","2016","60",""
"Females","From 35 to 64 years","Italy","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,410",""
"Females","From 35 to 64 years","Italy","Extra-EU28 (current composition)","First time applicant","Person","2016","2,375",""
"Females","From 35 to 64 years","Cyprus","Extra-EU28 (current composition)","Asylum applicant","Person","2016","260",""
"Females","From 35 to 64 years","Cyprus","Extra-EU28 (current composition)","First time applicant","Person","2016","260",""
"Females","From 35 to 64 years","Latvia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","15",""
"Females","From 35 to 64 years","Latvia","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","From 35 to 64 years","Lithuania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","40",""
"Females","From 35 to 64 years","Lithuania","Extra-EU28 (current composition)","First time applicant","Person","2016","35",""
"Females","From 35 to 64 years","Luxembourg","Extra-EU28 (current composition)","Asylum applicant","Person","2016","110",""
"Females","From 35 to 64 years","Luxembourg","Extra-EU28 (current composition)","First time applicant","Person","2016","95",""
"Females","From 35 to 64 years","Hungary","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,135",""
"Females","From 35 to 64 years","Hungary","Extra-EU28 (current composition)","First time applicant","Person","2016","1,125",""
"Females","From 35 to 64 years","Malta","Extra-EU28 (current composition)","Asylum applicant","Person","2016","105",""
"Females","From 35 to 64 years","Malta","Extra-EU28 (current composition)","First time applicant","Person","2016","95",""
"Females","From 35 to 64 years","Netherlands","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,395",""
"Females","From 35 to 64 years","Netherlands","Extra-EU28 (current composition)","First time applicant","Person","2016","1,260",""
"Females","From 35 to 64 years","Austria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,260",""
"Females","From 35 to 64 years","Austria","Extra-EU28 (current composition)","First time applicant","Person","2016","2,105",""
"Females","From 35 to 64 years","Poland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,180",""
"Females","From 35 to 64 years","Poland","Extra-EU28 (current composition)","First time applicant","Person","2016","860",""
"Females","From 35 to 64 years","Portugal","Extra-EU28 (current composition)","Asylum applicant","Person","2016","85",""
"Females","From 35 to 64 years","Portugal","Extra-EU28 (current composition)","First time applicant","Person","2016","50",""
"Females","From 35 to 64 years","Romania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","125",""
"Females","From 35 to 64 years","Romania","Extra-EU28 (current composition)","First time applicant","Person","2016","125",""
"Females","From 35 to 64 years","Slovenia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","45",""
"Females","From 35 to 64 years","Slovenia","Extra-EU28 (current composition)","First time applicant","Person","2016","40",""
"Females","From 35 to 64 years","Slovakia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Females","From 35 to 64 years","Slovakia","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Females","From 35 to 64 years","Finland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","365",""
"Females","From 35 to 64 years","Finland","Extra-EU28 (current composition)","First time applicant","Person","2016","345",""
"Females","From 35 to 64 years","Sweden","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,620",""
"Females","From 35 to 64 years","Sweden","Extra-EU28 (current composition)","First time applicant","Person","2016","2,000",""
"Females","From 35 to 64 years","United Kingdom","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,950",""
"Females","From 35 to 64 years","United Kingdom","Extra-EU28 (current composition)","First time applicant","Person","2016","2,945",""
"Females","From 35 to 64 years","Iceland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","70",""
"Females","From 35 to 64 years","Iceland","Extra-EU28 (current composition)","First time applicant","Person","2016","70",""
"Females","From 35 to 64 years","Liechtenstein","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Females","From 35 to 64 years","Liechtenstein","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Females","From 35 to 64 years","Norway","Extra-EU28 (current composition)","Asylum applicant","Person","2016","200",""
"Females","From 35 to 64 years","Norway","Extra-EU28 (current composition)","First time applicant","Person","2016","185",""
"Females","From 35 to 64 years","Switzerland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,005",""
"Females","From 35 to 64 years","Switzerland","Extra-EU28 (current composition)","First time applicant","Person","2016","925",""
"Females","From 35 to 64 years","Total","Extra-EU28 (current composition)","Asylum applicant","Person","2016","79,000",""
"Females","From 35 to 64 years","Total","Extra-EU28 (current composition)","First time applicant","Person","2016","74,035",""
"Females","65 years or over","European Union (current composition)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","4,290",""
"Females","65 years or over","European Union (current composition)","Extra-EU28 (current composition)","First time applicant","Person","2016","4,045",""
"Females","65 years or over","Belgium","Extra-EU28 (current composition)","Asylum applicant","Person","2016","115",""
"Females","65 years or over","Belgium","Extra-EU28 (current composition)","First time applicant","Person","2016","95",""
"Females","65 years or over","Bulgaria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","55",""
"Females","65 years or over","Bulgaria","Extra-EU28 (current composition)","First time applicant","Person","2016","55",""
"Females","65 years or over","Czech Republic","Extra-EU28 (current composition)","Asylum applicant","Person","2016","15",""
"Females","65 years or over","Czech Republic","Extra-EU28 (current composition)","First time applicant","Person","2016","15",""
"Females","65 years or over","Denmark","Extra-EU28 (current composition)","Asylum applicant","Person","2016","30",""
"Females","65 years or over","Denmark","Extra-EU28 (current composition)","First time applicant","Person","2016","25",""
"Females","65 years or over","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,325",""
"Females","65 years or over","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","First time applicant","Person","2016","2,245",""
"Females","65 years or over","Estonia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","65 years or over","Estonia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","65 years or over","Ireland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","10",""
"Females","65 years or over","Ireland","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","65 years or over","Greece","Extra-EU28 (current composition)","Asylum applicant","Person","2016","175",""
"Females","65 years or over","Greece","Extra-EU28 (current composition)","First time applicant","Person","2016","175",""
"Females","65 years or over","Spain","Extra-EU28 (current composition)","Asylum applicant","Person","2016","100",""
"Females","65 years or over","Spain","Extra-EU28 (current composition)","First time applicant","Person","2016","100",""
"Females","65 years or over","France","Extra-EU28 (current composition)","Asylum applicant","Person","2016","490",""
"Females","65 years or over","France","Extra-EU28 (current composition)","First time applicant","Person","2016","445",""
"Females","65 years or over","Croatia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","65 years or over","Croatia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","65 years or over","Italy","Extra-EU28 (current composition)","Asylum applicant","Person","2016","45",""
"Females","65 years or over","Italy","Extra-EU28 (current composition)","First time applicant","Person","2016","45",""
"Females","65 years or over","Cyprus","Extra-EU28 (current composition)","Asylum applicant","Person","2016","10",""
"Females","65 years or over","Cyprus","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","65 years or over","Latvia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","65 years or over","Latvia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","65 years or over","Lithuania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","65 years or over","Lithuania","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","65 years or over","Luxembourg","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Females","65 years or over","Luxembourg","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","65 years or over","Hungary","Extra-EU28 (current composition)","Asylum applicant","Person","2016","45",""
"Females","65 years or over","Hungary","Extra-EU28 (current composition)","First time applicant","Person","2016","45",""
"Females","65 years or over","Malta","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Females","65 years or over","Malta","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Females","65 years or over","Netherlands","Extra-EU28 (current composition)","Asylum applicant","Person","2016","105",""
"Females","65 years or over","Netherlands","Extra-EU28 (current composition)","First time applicant","Person","2016","95",""
"Females","65 years or over","Austria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","90",""
"Females","65 years or over","Austria","Extra-EU28 (current composition)","First time applicant","Person","2016","85",""
"Females","65 years or over","Poland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","55",""
"Females","65 years or over","Poland","Extra-EU28 (current composition)","First time applicant","Person","2016","35",""
"Females","65 years or over","Portugal","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Females","65 years or over","Portugal","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Females","65 years or over","Romania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Females","65 years or over","Romania","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Females","65 years or over","Slovenia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","65 years or over","Slovenia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","65 years or over","Slovakia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","65 years or over","Slovakia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","65 years or over","Finland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","20",""
"Females","65 years or over","Finland","Extra-EU28 (current composition)","First time applicant","Person","2016","20",""
"Females","65 years or over","Sweden","Extra-EU28 (current composition)","Asylum applicant","Person","2016","360",""
"Females","65 years or over","Sweden","Extra-EU28 (current composition)","First time applicant","Person","2016","300",""
"Females","65 years or over","United Kingdom","Extra-EU28 (current composition)","Asylum applicant","Person","2016","215",""
"Females","65 years or over","United Kingdom","Extra-EU28 (current composition)","First time applicant","Person","2016","215",""
"Females","65 years or over","Iceland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","65 years or over","Iceland","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","65 years or over","Liechtenstein","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","65 years or over","Liechtenstein","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","65 years or over","Norway","Extra-EU28 (current composition)","Asylum applicant","Person","2016","15",""
"Females","65 years or over","Norway","Extra-EU28 (current composition)","First time applicant","Person","2016","15",""
"Females","65 years or over","Switzerland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","50",""
"Females","65 years or over","Switzerland","Extra-EU28 (current composition)","First time applicant","Person","2016","45",""
"Females","65 years or over","Total","Extra-EU28 (current composition)","Asylum applicant","Person","2016","4,355",""
"Females","65 years or over","Total","Extra-EU28 (current composition)","First time applicant","Person","2016","4,105",""
"Females","Unknown","European Union (current composition)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","650",""
"Females","Unknown","European Union (current composition)","Extra-EU28 (current composition)","First time applicant","Person","2016","610",""
"Females","Unknown","Belgium","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Belgium","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Bulgaria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Bulgaria","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Czech Republic","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Czech Republic","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Denmark","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Denmark","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Estonia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Estonia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Ireland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Ireland","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Greece","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Greece","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Spain","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Spain","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","France","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Females","Unknown","France","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Females","Unknown","Croatia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Croatia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Italy","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Italy","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Cyprus","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Females","Unknown","Cyprus","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Females","Unknown","Latvia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Latvia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Lithuania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Lithuania","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Luxembourg","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Luxembourg","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Hungary","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Hungary","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Malta","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Malta","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Netherlands","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Netherlands","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Austria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Austria","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Poland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Poland","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Portugal","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Portugal","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Romania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Romania","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Slovenia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Slovenia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Slovakia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Slovakia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Finland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","10",""
"Females","Unknown","Finland","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","Unknown","Sweden","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Sweden","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","United Kingdom","Extra-EU28 (current composition)","Asylum applicant","Person","2016","630",""
"Females","Unknown","United Kingdom","Extra-EU28 (current composition)","First time applicant","Person","2016","590",""
"Females","Unknown","Iceland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Iceland","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Liechtenstein","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Liechtenstein","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Females","Unknown","Norway","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Females","Unknown","Norway","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
